"doc_id","contents","metadata"
"2WikiMultihopQA_C24_1","Countess Palatine Barbara of Zweibrücken-Neuburg: C: ountess Palatine Barbara of Zweibrücken-Neuburg (27 July 1559 – 5 March 1618) was a Countess Palatine of Zweibrücken by birth and by marriage Countess of Oettingen-Oettingen.Countess Palatine Magdalene Catherine of Zweibrücken: M: agdalena Catherine, Countess Palatine of Zweibrücken( 26 April 1607, Zweibrücken – 20 January 1648, Strasbourg) was a Countess Palatine of Zweibrücken by birth and by marriage Duchess and Countess Palatine of Birkenfeld.Countess Palatine Maria Franziska of Sulzbach: C: ountess Palatine Maria Francisca of Sulzbach (""Maria Franziska, Pfalzgräfin von Sulzbach""; 15 June 1724 – 15 November 1794), was a Countess Palatine of Zweibrücken-Birkenfeld by marriage to Frederick Michael, Count Palatine of Zweibrücken-Birkenfeld.B: orn in Schwetzingen, she was the fifth child of Joseph Karl, Count Palatine of Sulzbach and Countess Palatine Elizabeth Auguste Sophie of Neuburg.F: rom her six siblings, only she and two older sisters survive adulthood: Elisabeth Auguste and Maria Anna.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 888411)}"
"2WikiMultihopQA_C25_0","Gülbahar Hatun (wife of Mehmed II): G: ülbahar Hatun( 1432 – 1492) was the consort of Sultan Mehmed II, and mother of Sultan Bayezid II of the Ottoman Empire and the grandmother of Selim I.Tjuyu: T: juyu( sometimes transliterated as Thuya or Thuyu) was an Egyptian noblewoman and the mother of queen Tiye, and the wife of Yuya.S: he is the grandmother of Akhenaten, and great grandmother of Tutankhamun.Mona Hopton Bell: M: ona Hopton Bell( 1867- 1940) was a British artist, best known for her portraits of civic figures.S: he was the grandmother of the painter Jean H. Bell.Hannah Arnold: H: annah Arnold, also known as Hannah Waterman King, was the grandmother of Benedict Arnolds children.Anne Denman: A: nne Denman( 1587–1661) was born in Olde Hall, Retford, Nottinghamshire.T: hrough a fortunate second marriage with Thomas Aylesbury, she became the grandmother of Lady Anne Hyde, Duchess of York and great- grandmother of Queen Mary II and Queen Anne.Princess Marie of Hanover: P: rincess Marie of Hanover (2 December 1849 – 4 June 1904) was the younger daughter of King George V of Hanover and of his wife, Princess Marie of Saxe-Altenburg.Marie Zéphyrine of France: M: arie Zéphyrine of France (26 August 1750 – 2 September 1755) was a French princess, the daughter of Louis, Dauphin of France, and Maria Josepha of Saxony.M: arie Zéphyrine, known as ""Madame Royale"" or ""la Petite Madame"", was born at the Palace of Versailles and was named after St Zephyrinus, on whose feast day she was born.H: er birth was greeted with caution; in the previous two years, Maria Josepha had suffered stillbirths and her health was of a fragile nature.L: ouis XV, on the other hand, had hoped for a grandson.M: arie Isabelle de Rohan served as Marie Zéphyrine's governess.M: arie Zéphyrine died at Versailles due to an attack of convulsions, in the early hours of the morning of 2 September, having been baptised just days before by the Abbot of Chabannes.S: he was not officially mourned; a French princess could only be mourned if she was over the age of 7.S: he was buried at the Royal Basilica of Saint Denis outside the capital of Paris.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 889416)}"
"2WikiMultihopQA_C25_1","Louis, Dauphin of France (son of Louis XV): L: ouis, Dauphin of France (4 September 1729 – 20 December 1765) was the elder and only surviving son of King Louis XV of France and his wife, Queen Marie Leszczyńska.H: e had a younger brother, Philippe, who died as a toddler.A: s a son of the king, Louis was a ""fils de France"".A: s heir apparent, he became Dauphin of France.H: owever, he died before ascending to the throne.T: hree of his sons became kings of France:L: ouis XVI (reign: 1774–1792), Louis XVIII (reign: 1814–1815; 1815–1824) and Charles X (reign: 1824–1830).Kaoru Hatoyama: A: fter the elections of 2009, she became more widely known as the grandmother of Prime Minister Yukio Hatoyama and his politician brother Kunio Hatoyama.Hubba bint Hulail: H: ubba bint Hulail was the grandmother of Hashim ibn' Abd Manaf, thus the great- great- great- grandmother of the Islamic"" Nabī""( Prophet) Muhammad ibn Abdullah.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 889416)}"
"2WikiMultihopQA_C26_0","Le Masque de la Méduse: L: e masque de la Méduse is a 2009 fantasy horror film directed by Jean Rollin.T: he film is a modern-day telling of the Greek mythological tale of the Gorgon and was inspired by the 1964 classic Hammer Horror film of the same name and the 1981 cult classic"" Clash of the Titans"".I: t was Rollin's final film, as the director died in 2010.David Eady (film director): D: avid Eady( April 22, 1924- April 5, 2009) was a British film director and producer.H: e was born in London.Condemned Women: C: ondemned Women is a 1938 American drama film directed by Lew Landers and written by Lionel Houser.T: he film stars Sally Eilers, Louis Hayward, Anne Shirley, Esther Dale and Lee Patrick.T: he film was released on March 18, 1938.Querelle: Q: uerelle is a 1982 West German- French English- language drama film directed by Rainer Werner Fassbinder and starring Brad Davis, adapted from French author Jean Genet's 1947 novel"" Querelle of Brest"".I: t marked Fassbinder's final film as a writer/ director; it was posthumously released just months after the director died of a drug overdose in June 1982.Faces in the Dark: F: aces in the Dark is a 1960 British thriller film directed by David Eady and starring John Gregson, Mai Zetterling and John Ireland.T: he film is based on the 1952 novel"" Les Visages de l'ombre"" by Boileau- Narcejac.I: t was shot at Shepperton Studios with sets designed by the art director Anthony Masters.Ravina (actress): R: avina is an Indian actress who acted in Dhallywood movies.S: he acted in"" Praner Cheye Priyo"" which film is considered as turning point of the career of Riaz.Marcela (wrestler): M: aría Elena Santamaría Gómez( born May 31, 1971) is a Mexican professional wrestler, known mainly for her work in the Mexican professional wrestling promotion Consejo Mundial de Lucha Libre( CMLL), where she works under the ring name Marcela.A: s Marcela, she is one of the top"" tecnicas""( good guy characters, or faces) in CMLL and is a five- time and current CMLL World Women's Champion and one- time Mexican National Women's Champion.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 889416)}"
"2WikiMultihopQA_C26_1","Lew Landers: L: ew Landers( born Louis Friedlander, January 2, 1901 – December 16, 1962) was an American independent film and television director.Thulasi (1987 film): T: hulasi is a 1987 Tamil romantic drama film directed by Ameerjan.T: he film features Murali and Seetha in lead roles.T: he film, produced by P. S. V. Hariharan, had musical score by Sampath Selvam and was released on 27 November 1987.T: he music director died before the release of the film.Mohsen Eslamzadeh: M: ohsen Eslamzadeh is an Iranian documentary filmmaker.H: e is the director of"" Alone Among The Taliban"".T: his film has won the best documentary award at the 44th Athens International Film and Video Festival in the United States.T: his film has won the best documentary award at the 12th Marbella International Film Festival in Spain.T: his film has won the Shahid Avini Award offers.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 889416)}"
"2WikiMultihopQA_C27_0","Maria Teresa, Grand Duchess of Luxembourg: M: aria Teresa, Grand Duchess of Luxembourg( born María Teresa Mestre y Batista; on 22 March 1956), is the spouse of Grand Duke Henri.Marie-Louise Coidavid: M: arie Louise Coidavid( 1778 – March 11, 1851), was the Queen of the Kingdom of Haiti 1811 – 20 as the spouse of Henri I of Haiti.Gertrude of Bavaria: G: ertrude of Saxony and Bavaria( 1152/55–1197) was Duchess of Swabia as the spouse of Duke Frederick IV, and Queen of Denmark as the spouse of King Canute VI.Eden and After: E: den and After  is a 1970 French-Czechoslovak drama art film directed by Alain Robbe-Grillet.I: t was entered into the 20th Berlin International Film Festival.Alain Robbe-Grillet: A: lain Robbe-Grillet (18 August 1922 – 18 February 2008) was a French writer and filmmaker.H: e was one of the figures most associated with the ""Nouveau Roman"" (new novel) trend of the 1960s, along with Nathalie Sarraute, Michel Butor and Claude Simon.A: lain Robbe-Grillet was elected a member of the Académie française on 25 March 2004, succeeding Maurice Rheims at seat No. 32.H: e was married to Catherine Robbe-Grillet (née Rstakian).Sophia Magdalena of Denmark: S: ophia Magdalena of Denmark (3 July 1746 – 21 August 1813) was Queen of Sweden as the spouse of King Gustav III.Catherine Jourdan: C: atherine Jourdan( 12 October 1948 – 18 February 2011) was a French actress.S: he appeared in 22 films and television shows between 1967 and 1989.S: he starred in the 1970 film"" Eden and After"", which was entered into the 20th Berlin International Film Festival.Heather D. Gibson: H: eather Denise Gibson is a Scottish economist currently serving as Director- Advisor to the Bank of Greece( since 2011).S: he is the spouse of Euclid Tsakalotos, former Greek Minister of Finance.Princess Auguste of Bavaria (1875–1964): P: rincess Auguste of Bavaria( 28 April 1877 – 25 June 1964) was a member of the Bavarian Royal House of Wittelsbach and the spouse of Archduke Joseph August of Austria.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 890465)}"
"2WikiMultihopQA_C27_1","Mehdi Abrishamchi: M: ehdi Abrishamchi is an Iranian People's Mujahedin of Iran( MEK) politician who has been described as"" the right hand man of Massoud Rajavi"".H: e is the former spouse of the group's current leader, Maryam Rajavi, whom he divorced so that she could become the spouse of Massoud Rajavi.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 890465)}"
"2WikiMultihopQA_C28_0","Slavica Đukić Dejanović: S: lavica Đukić Dejanović( born 4 July 1951) is a Serbian politician, current Minister without portfolio in the Government of Serbia, and former Minister of Health in the Government of Serbia, acting Head of State of Serbia and President of the National Assembly of Serbia, and a long- time member of the Socialist Party of Serbia.D: ejanović is the second woman at the head of the National Assembly of Serbia, after Nataša Mićić, who was President of Parliament 2001- 2004, and the first one in the independent Serbia.I: n that role she was also the Acting President of Serbia following the resignation of Boris Tadić in 2012 and was the first woman to hold the post of Head of State of Serbia since independence in 2006.Stefan Nemanja: S: tefan Nemanja (Serbian Cyrillic: Стефан Немања, ; 1113 – 13 February 1199) was the Grand Prince (Veliki Župan) of the Serbian Grand Principality (also known as Raška, lat. ""R: ascia"") from 1166 to 1196.A:  member of the Vukanović dynasty, Nemanja founded the Nemanjić dynasty, and is remembered for his contributions to Serbian culture and history, founding what would evolve into the Serbian Empire, as well as the national church.A: ccording to the Serbian Academy of Sciences and Arts, Nemanja is also among the most remarkable Serbs for his literary contributions and altruistic attributes.I: n 1196, after three decades of warfare and negotiations which consolidated Serbia while distinguishing it from both Western and Byzantine spheres of influence, Nemanja abdicated in favor of his middle son Stefan Nemanjić, who became the first King of Serbia.N: emanja ultimately went to Mount Athos, where he became a monk and took the name of Symeon, joining his youngest son (later known as Saint Sava), who had already become the first archbishop of the Serbian Orthodox Church.T: ogether with his son Sava, Nemanja restored the Hilandar Monastery at Mount Athos from 1198–1199, and issued the ""Charter of Hilandar"".T: he monastery later became the cradle of the Serbian Orthodox Church.T: he Serbian Orthodox Church canonized Stefan Nemanja shortly after his death under the name Saint Simeont: he Myrrh-streaming (Свети Симеон Мироточиви) after numerous miracles.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 891469)}"
"2WikiMultihopQA_C28_1","Dimitrije Nešić: D: imitrije Nešić( 20 October 1836, in Belgrade, Principality of Serbia – 9 May 1904, in Belgrade, Kingdom of Serbia) was a Serbian mathematician, professor at the Lyceum of the Principality of Serbia and president of the Serbian Royal Academy.Anastasia of Serbia: A: na ; 1196–d.J: une 22, 1200) was the princess consort of the Serbian Principality as the wife of Stefan Nemanja (r. 1166–1196).S: he was of noble descent.A: na took monastic vows in 1196 and was baptized ""Anastasia"", after Anastasia of Sirmium.S: he is venerated by the Serbian Orthodox Church as Saint Anastasija (Света Анастасија) with her feast day on June 22 (Julian calendar).Suzana Grubješić: S: uzana Grubješić( born 1963) is a Serbian politician who served as the Deputy Prime Minister of Serbia from 2012 to 2014 under Ivica Dačić and also served on the National Assembly of the Republic of Serbia as both a G17 Plus member and United Regions of Serbia.S: he was involved in negotiations with the European Union and has actively sought integration of Serbia with the EU.Marjana Maraš: M: arjana Maraš is a politician in Serbia.S: he has served in the National Assembly of Serbia since 2014 as a member of the Socialist Party of Serbia.Zoran Stanković: Z: oran Stanković( born 9 November 1954) is a Serbian politician.H: e served as the Minister of Defence in the Government of Serbia and the Council of Ministers of Serbia and Montenegro and Minister of Health in the Government of Serbia.H: is affiliation is independent.Princess Helen of Serbia: P: rincess Helen of Serbia and Yugoslavia (23 October (4 November New Style) 1884 – 16 October 1962) was the daughter of King Peter I of Yugoslavia and his wife Princess Zorka of Montenegro.S: he was the elder sister of George, Crown Prince of Serbia and King Alexander I of Yugoslavia.H: elen was also a niece of Anastasia of Montenegro (or ""Stana""), wife of Grand Duke Nicholas Nikolaevich of Russia, and of Milica of Montenegro, wife of Grand Duke Peter Nicolaievich of Russia, the women who introduced Grigori Rasputin to Tsarina Alexandra.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 891469)}"
"2WikiMultihopQA_C28_2","Jovan Veselinov: J: ovan Veselinov( 20 January 1906 — 8 February 1982) was a Serbian communist politician.H: e served as President of Serbia, Prime Minister of Serbia and as a Chairman of the League of Communists of Serbia.H: e was a Partisan fighter in World War II, and was proclaimed People's Hero of Yugoslavia.Dragan Tomić: D: ragan Tomić( born 1936 in Pristina, Kingdom of Yugoslavia) is a Serbian politician, a member of the Socialist Party of Serbia, who served as the President of the National Assembly of Serbia, holding the position from 1994 to 2001.A: fter the election of Slobodan Milošević on the position of President of Serbia and Montenegro, which led to Milošević's resignation from the Serbian Presidency, he next became acting President of Serbia by position, according to the Constitution of Serbia, from 23 July to 29 December 1997.I: n the second cabinet of the Prime Minister Mirko Marjanović, Tomić served as the Deputy Prime Minister of Serbia, from 1998 to 2000.H: e was preceded by Slobodan Milošević and succeeded by Milan Milutinović.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 891469)}"
"2WikiMultihopQA_C29_0","The Tiger: An Old Hunter's Tale: T: he Tiger( also known as"" The Tiger: An Old Hunter's Tale"",; lit."" Big Tiger"") is a 2015 South Korean period action drama film about a hunter prepared to kill the last tiger of Joseon.Return of the Tiger: R: eturn of the Tiger is a 1978 martial arts Bruceploitation film starring Bruce Li and a sequel to Exit the Dragon, Enter the Tiger.Parinati: P: arinati( English:"" The Inevitable"") is a 1989 Hindi film directed by Prakash Jha.T: he film is based on a folk tale from Rajasthan.Fire in Hell: F: ire in Hell is a 2014 South Korean drama film written and directed by South Korean indie provocateur Lee Sang- woo.B: ased on a true story, it made its world premiere at the 13th Jeonju International Film Festival and its international premiere at the 34th Moscow International Film Festival in 2012.Hell and Back: H: ell and Back or Hell and Back Again or To Hell and Back may refer to:News in Hell: N: ews in Hell is a 1959 Argentine film directed by Román Viñoly Barreto.Hell and High Water: H: ell and High Water may refer to:2008 in comics: "":  Reign in Hell""Burn in Hell: B: urn in Hell may refer to:India: Kingdom of the Tiger: I: ndia: Kingdom of the Tiger is a 2002 IMAX documentary, based on the writings of Jim Corbett.T: he film was directed by Bruce Neibaur.I: t depicts man-eating tigers and the conservation efforts of the tiger in India.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 891469)}"
"2WikiMultihopQA_C30_0","The Wonderful World of Captain Kuhio: T: he film was released in Japan on 10 October 2009.Rakka (film): T: he film was released on YouTube and Steam on 14 June 2017.Coney Island Baby (film): C: oney Island Baby is a 2003 comedy- drama in which film producer Amy Hobby made her directorial debut.K: arl Geary wrote the film and Tanya Ryno was the film's producer.T: he music was composed by Ryan Shore.T: he film was shot in Sligo, Ireland, which is known locally as"" Coney Island"".T: he film was screened at the Newport International Film Festival.H: obby won the Jury Award for"" Best First Time Director"".T: he film made its premiere television broadcast on the Sundance Channel.Lloyd (film): L: loyd is a 2001 American comedy film.T: he film was released on May 4, 2001.Placer sangriento: P: lacer sangriento is a 1967 Argentine film.Ronaldo (film): R: onaldo is a 2015 British documentary film directed by Anthony Wonke.I: t follows the life and career of Portuguese professional footballer Cristiano Ronaldo.T: he film was released worldwide on 9 November 2015.A:  trailer for the film was released on 28 September 2015.Invasion of the Neptune Men: T: he film was released in 1961 in Japan and was later released in the United States on television.I: n 1998, the film was featured on an episode of"" Mystery Science Theater 3000"".A Race for Life: A:  Race for Life is a 1928 American silent drama film directed by D. Ross Lederman.O: riginally, the film was presumed to be lost.H: owever, according to the Library of Congress Database, the film was found in the Netherlands.T: he film was released with a Vitaphone soundtrack with a synchronised musical score and sound effects.Lo Zappatore: L: o Zappatore is a 1950 Italian film directed by Rate Furlan.Battle in Outer Space: T: he film was released theatrically in the United States in the summer of 1960 by Columbia Pictures.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 891469)}"
"2WikiMultihopQA_C31_0","Gwenc'hlan: G: wenc'hlan is the cognomen of a legendary 6th century Breton druid and bard called Kian, the subject and purported author of a Breton song called"" Diougan Gwenc'hlan""( Gwenc'hlan's prophecy), published by Hersart de la Villemarqué in his 1839 anthology"" Barzaz Breiz"".I: n this song, Gwenc'hlan is imprisoned after having his eyes gouged out for refusing to convert to Christianity, sings out that he is n't afraid to die and makes a prophecy wherein he will be avenged.T: he motive of the blinded prisoner is reminiscent of the historical fate of Boethius.O: ne Gwenc'hlan or Guinclaff around 1450 wrote a"" chant royal"", or"" Dialogue between King Arthur and Gwenc'hlan"", quoted by Dom Le Pelletier and Gregory of Rostrenen.T: he poem was rediscovered in 1924.T: he Breton used by this Gwenc'hlan is already deeply pervaded by French.T: he legend of the 6th century bard is largely a creation of de la Villemarqué's, but he may have based his account on the 15th century author, as well as on other traditional Breton tales.H: e quotes 6th to 12th century Welsh poems attributed to the bards Aneurin, Taliesin and Llywarch Hen as his sources.Wesley Barresi: W: esley Barresi( born 3 May 1984) is a South African born first- class and Netherlands international cricketer.H: e is a right- handed wicket keeper- batsman and also bowls right- arm offbreak.Gwenc'hlan Le Scouëzec: L: oïc Gwenc'hlan Le Scouëzec( 11 November 1929, Plouescat, Finistère – 6 February 2008) was a Breton writer and Grand Druid of Brittany.Per Vari Kerloc'h: P: er Vari Kerloc'h( born 1952) is the current Grand Druid of the"" Goursez Breizh""( founded in 1899).H: e was born at Douarnenez, in the western part of Brittany.T: he Grand Druid is appointed for life( Kerloc'h succeeded his predecessor Gwenc'hlan Le Scouëzec), whereas the Welsh and Cornish equivalents are now elected every three years.K: erloc'h has been a middle manager and trade union representative with La Poste.H: e is a native Breton speaker and a fluent speaker of Cornish.H: is bardic name is"" Morgan"".P: er Vari Kerloc'h was welcomed at the Welsh National Eisteddfod in Cardiff("" Kerdiz"" in Breton) in 2008.A: n article in English published in the newspaper"" Connexion"" explains that after 2 years as a disciple, it is possible to become an Ovate, Bard or Druid, as in Wales.T: his is different from Gorseth Kernow which has one order, Bards, and a Grand Bard who is elected for just one 3- year period."":  Goursez Breizh"" has members who are Christian, Jewish or atheist; on the principle that anyone living in Brittany is Breton.H: owever there are hopes that a younger new leader, rooted in Breton language culture will refocus the"" Goursez"" on Breton cultural matters as was the original intent of the movement.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 892550)}"
"2WikiMultihopQA_C31_1","John McMahon (Surrey and Somerset cricketer): J: ohn William Joseph McMahon( 28 December 1917 – 8 May 2001) was an Australian- born first- class cricketer who played for Surrey and Somerset in England from 1947 to 1957.Maurice Le Scouëzec: M: aurice Le Scouëzec, was born in Mans on 1 October 1881 and died at Douarnenez on the 1 May 1940.H: e was a French artist, engraver, illustrator and writer.Şemsettin Baş: Ş: emsettin Baş( born January 4, 1973 in Istanbul, Turkey) is a retired Turkish professional basketball player.A: t 6 ft 5.75 in( 1.97 m), he played as a shooting guard and small forward.Hartley Lobban: H: artley W Lobban (9 May 1926 – 15 October 2004) was a Jamaican-born first-class cricketer who played 17 matches for Worcestershire in the early 1950s.Wale Adebanwi: W: ale Adebanwi( born 1969) is a Nigerian- born first Black Rhodes Professor at St Antony's College, Oxford.Henry Moore (cricketer): H: enry Walter Moore( 1849 – 20 August 1916) was an English- born first- class cricketer who spent most of his life in New Zealand.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 892550)}"
"2WikiMultihopQA_C32_0","Jacques Décombe: J: acques Décombe is a French author, actor and director born in 1953.The Majesty of the Law: T: he Majesty of the Law is a 1915 American drama silent film written and directed by Julia Crawford Ivers.T: he film stars George Fawcett( in his film debut), Jane Wolfe, William Desmond, Myrtle Stedman, John Oaker and Charlie Ruggles.T: he film was released on August 26, 1915, by Paramount Pictures.Julia Crawford Ivers: J: ulia Crawford Ivers( October 3, 1869 – May 8, 1930) was an American motion picture pioneer.T. V. Chandran: T: . V. Chandran( born 23 November 1950) is an Indian film director, screenwriter, and actor, predominantly working in Malayalam cinema.B: orn in a Malayali family in Telicherry, Chandran worked as a Reserve Bank of India employee before entering into the film industry.H: e started his film career as an assistant director to P. A. Backer.H: e also acted the lead role in Backer's highly acclaimed political drama"" Kabani Nadi Chuvannappol""( 1975).H: e made his directorial debut with the unreleased feature"" Krishnan Kutty""( 1981), and followed this with the Tamil film"" Hemavin Kadhalargal""( 1985).C: handran came into prominence after"" Alicinte Anveshanam""( 1989), which was nominated for the Golden Leopard at the Locarno International Film Festival.T: his was followed with"" Ponthan Mada""( 1993), his most famous film to- date.C: handran is most known for his art- house films which have references to history and undertones of politics and feminism.H: e is also known for his trilogy on 2002 Gujarat riots, consisting of"" Kathavasheshan""( 2004),"" Vilapangalkappuram""( 2008) and"" Bhoomiyude Avakashikal""( 2012).O: ther highly acclaimed films include"" Mangamma""( 1997),"" Dany""( 2001) and( 2003).C: handran is widely regarded as one of the finest directors in Indian cinema and is widely credited with having revolutionised parallel cinema with his complex- structured art- house films.C: handran has won several film awards including six National Film Awards and ten Kerala State Film Awards.I: n addition to these, he is a recipient of a number of awards at various International film festivals.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 893560)}"
"2WikiMultihopQA_C32_1","Sepideh Farsi: S: epideh Farsi is an Iranian film director, born in Tehran in 1965.W. Augustus Barratt: W: . Augustus Barratt( 1873- 1947) was a Scottish- born, later American, songwriter and musician.Bhoomiyude Avakashikal: B: hoomiyude Avakashikal(:  English:"" The Inheritors of the Earth"") is a 2012 Malayalam feature film written and directed by T. V. Chandran.T: he film stars Kailash in the lead role along with Sreenivasan and Mythili who play pivotal supporting roles.T: he film was produced by Anand Kumar under the banner of Yes Cinema and it was mainly shot in Nelliyampathi, Ottappalam and Shoranur in Kerala."":  Bhoomiyude Avakashikal"" is the third and last installment of T. V. Chandran's trilogy on 2002 Gujarat riots.T: he first one was,"" Kathavasheshan""( 2004), it was followed by"" Vilapangalkkappuram""( 2008).T: he narratives of all these films begin on the same day, 28 February 2002, that is, on the day after the Godhra train burning in Gujarat."":  Bhoomiyude Avakashikal"" tells the story of Mohanachandran Nair, who is driven away from Ahmadabad following the Gujarat riots and who eventually loses his job and even his identity and ultimately lands up in a secluded house in Kerala, in the company of insects and animals with whom he shares his thoughts, concerns, doubts and frustrations.T: he film was shot digitally to reduce costs as it was required to film several insects and animals in their natural habitat.T: he film premiered at the 43rd International Film Festival of India on 27 November 2012.I: t was also an official selection for the International Film Festival of Kerala.Tchan Fou-li: T: chan Fou-li( June 21, 1916 – September 11, 2018) was a Hong Kong photographer who worked to develop distinctive Chinese forms of photography and to establish photography as a serious art form in Hong Kong.H: e is known for his photographs, described as evoking the artistic values and composition of Chinese landscape paintings.A: "" New York Times"" reviewer called him"" one of the great visual artists of his time"" because of his"" carefully crafted images that celebrate the beauty of the human condition and the majesty of nature.""","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 893560)}"
"2WikiMultihopQA_C32_2","Claude Weisz: C: laude Weisz is a French film director born in Paris.Fred Roy Krug: F: red R. Krug is an American film and television producer- director born in Bern, Switzerland.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 893560)}"
"2WikiMultihopQA_C33_0","Greg Penner: G: regory B. Penner( born December 18, 1969) is an American businessman and venture capitalist.P: enner was named the chairman of Walmart on June 5, 2015.H: e is the son-in- law of S. Robson Walton and the grandson- in- law of Sam Walton, the founder of Walmart.Julia (daughter of Caesar): J: ulia (c. 76 BC – 54 BC) was the daughter of Roman dictator Julius Caesar by his first or second wife Cornelia, and his only child from his marriages.J: ulia became the fourth wife of Pompey the Great and was renowned for her beauty and virtue.Conny Stuart: C: onny Stuart( 5 September 1913 – 22 August 2010), pseudonym of Cornelia van Meijgaard, was a Dutch actress, singer, and"" cabaretière"".Peter James (writer): P: eter J James( born 22 August 1948) is an international British writer of crime fiction.H: e was born in Brighton, the son of Cornelia James, the former glovemaker to Queen Elizabeth II.Eusebius (consul 359): F: lavius Eusebius( died after AD 371) was a Roman Senator, who was the brother- in- law of the emperor Constantius II.Charles Francis Norton: C: harles Francis Norton( 1807 – 1835) was a 19th- century Member of Parliament for Guildford.N: orton was also a Captain of 52nd Light Infantry; son-in- law of Sir Colin Campbell; brother- in- law of writer Caroline NortonCornelia (wife of Caesar): C: ornelia (c. 97 – c. 69 BC) was the first or second wife of Caesar, and the mother of his only daughter, Julia.A:  daughter of Lucius Cornelius Cinna, Cornelia was related by birth or marriage to many of the most influential figures of the late Republic.Wyndham Goold: W: yndham Goold( 1812-1854) was a Member of Parliament( MP) for County Limerick from 1850 to 1854.G: oold was educated at Westminster School and Trinity College, Dublin.H: e was the son in law of Frederick Falkiner Goold, Archdeacon of Raphoe and brother in law of Bishop Hamilton VerschoyleRobert Vadra: R: obert Vadra is an Indian businessman, entrepreneur and the husband of Priyanka Gandhi.H: e is the son -in- law of Sonia Gandhi and Rajiv Gandhi, and the brother- in- law of Rahul Gandhi.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 894563)}"
"2WikiMultihopQA_C33_1","Robert W. Levering: R: obert Woodrow Levering( October 3, 1914 – August 11, 1989) was a U.S. Representative from Ohio, son-in- law of Usher L. Burdick and brother- in- law of Quentin N. Burdick.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 894563)}"
"2WikiMultihopQA_C34_0","John Middleton Murry Jr.: J: ohn Middleton Murry Jr. (9 May 1926 – 31 March 2002) was an English writer who used the names Colin Murry and Richard Cowper.John Middleton Murry: J: ohn Middleton Murry (6 August 1889 – 12 March 1957) was an English writer.H: e was a prolific author, producing more than 60 books and thousands of essays and reviews on literature, social issues, politics, and religion during his lifetime.A:  prominent critic, Murry is best remembered for his association with Katherine Mansfield, whom he married in 1918 as her second husband, for his friendship with D. H. Lawrence and T. S. Eliot, and for his friendship (and brief affair) with Frieda Lawrence.F: ollowing Mansfield's death, Murry edited her work.John Middleton (footballer, born 1955): J: ohn Middleton( born 11 July 1955) is an English former footballer who played for Bradford City and Macclesfield Town.H: e was born in Rawmarsh, near Rotherham.Anne Estelle Rice: A: nne Estelle Rice( 1877 – 1959) was an American sculptor and artist who was one of the chief illustrators for the British periodical"" Rhythm"", edited by John Middleton Murry and Michael Sadleir from 1911 to 1913.S: he established a close relationship with Katherine Mansfield, and famously painted her wearing red.Philip Mairet: P: hilip Mairet( full name: Philippe Auguste Mairet; 1886–1975) was a designer, writer and journalist.H: e had a wide range of interest: crafts, Alfred Adler and psychiatry, and Social Credit.H: e translated major figures including Jean- Paul Sartre.H: e wrote biographies of Sir Patrick Geddes and A. R. Orage, with both of whom he was closely associated, as well as of John Middleton Murry.A: s editor of the"" New English Weekly"" in the 1930s, he championed both Christian socialism, as it was known at the time, and ideas on agriculture that would come together later as organic farming.J. W. N. Sullivan: J: ohn William Navin Sullivan( 1886–1937) was a popular science writer and literary journalist, and the author of a study of Beethoven.H: e wrote some of the earliest non-technical accounts of Einstein ’s General Theory of Relativity, and was known personally to many important writers in London in the 1920s, including Aldous Huxley, John Middleton Murry, Wyndham Lewis, Aleister Crowley and T. S. Eliot.","{'last_modified_datetime': datetime.datetime(2025, 2, 8, 20, 51, 7, 894563)}"
